gene_id,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
AlixG035206,SPU_013817,5.15e-240,713.0,"KOG2157@1|root,KOG2157@2759|Eukaryota,38GWM@33154|Opisthokonta,3BA2M@33208|Metazoa,3CTH9@33213|Bilateria",33208|Metazoa,O,"protein-glycine ligase activity, elongating",TTLL10,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005929,GO:0005930,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0015630,GO:0016874,GO:0016879,GO:0016881,GO:0018094,GO:0018193,GO:0018200,GO:0019538,GO:0032838,GO:0036211,GO:0042995,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0070735,GO:0070737,GO:0071704,GO:0097014,GO:0099568,GO:0120025,GO:0120038,GO:0140096,GO:1901564",-,-,-,-,-,-,-,-,-,-,TTL
AlixG035222,SPU_009477,0.0,1013.0,"COG0443@1|root,KOG0101@2759|Eukaryota,39WCK@33154|Opisthokonta,3BK6F@33208|Metazoa,3CUV8@33213|Bilateria",33208|Metazoa,O,heat shock-mediated polytene chromosome puffing,Hsp68,"GO:0001666,GO:0006950,GO:0006986,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009636,GO:0009987,GO:0010033,GO:0016043,GO:0033554,GO:0034605,GO:0035079,GO:0035080,GO:0035966,GO:0036293,GO:0042221,GO:0050896,GO:0051276,GO:0051716,GO:0070482,GO:0071840",-,ko:K03283,"ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169","M00353,M00355",-,-,"ko00000,ko00001,ko00002,ko01009,ko03009,ko03029,ko03041,ko03051,ko03110,ko04131,ko04147,ko04516",1.A.33.1,-,-,HSP70
AlixG035223,SPU_009477,0.0,1011.0,"COG0443@1|root,KOG0101@2759|Eukaryota,39WCK@33154|Opisthokonta,3BK6F@33208|Metazoa,3CUV8@33213|Bilateria",33208|Metazoa,O,heat shock-mediated polytene chromosome puffing,Hsp68,"GO:0001666,GO:0006950,GO:0006986,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009636,GO:0009987,GO:0010033,GO:0016043,GO:0033554,GO:0034605,GO:0035079,GO:0035080,GO:0035966,GO:0036293,GO:0042221,GO:0050896,GO:0051276,GO:0051716,GO:0070482,GO:0071840",-,ko:K03283,"ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169","M00353,M00355",-,-,"ko00000,ko00001,ko00002,ko01009,ko03009,ko03029,ko03041,ko03051,ko03110,ko04131,ko04147,ko04516",1.A.33.1,-,-,HSP70
AlixG035224,SPU_009477,0.0,1013.0,"COG0443@1|root,KOG0101@2759|Eukaryota,39WCK@33154|Opisthokonta,3BK6F@33208|Metazoa,3CUV8@33213|Bilateria",33208|Metazoa,O,heat shock-mediated polytene chromosome puffing,Hsp68,"GO:0001666,GO:0006950,GO:0006986,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009636,GO:0009987,GO:0010033,GO:0016043,GO:0033554,GO:0034605,GO:0035079,GO:0035080,GO:0035966,GO:0036293,GO:0042221,GO:0050896,GO:0051276,GO:0051716,GO:0070482,GO:0071840",-,ko:K03283,"ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169","M00353,M00355",-,-,"ko00000,ko00001,ko00002,ko01009,ko03009,ko03029,ko03041,ko03051,ko03110,ko04131,ko04147,ko04516",1.A.33.1,-,-,HSP70
AlixG035229,SPU_011819,0.0,1071.0,"COG2319@1|root,KOG2106@2759|Eukaryota,38B67@33154|Opisthokonta,3BAU9@33208|Metazoa,3CRT7@33213|Bilateria",33208|Metazoa,K,Echinoderm microtubule associated protein like,-,"GO:0002252,GO:0002376,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0006582,GO:0006725,GO:0006950,GO:0006952,GO:0006955,GO:0007600,GO:0007605,GO:0007610,GO:0007626,GO:0008017,GO:0008092,GO:0008150,GO:0008152,GO:0008344,GO:0009987,GO:0015630,GO:0015631,GO:0018958,GO:0019748,GO:0030425,GO:0030534,GO:0032501,GO:0035006,GO:0035010,GO:0035011,GO:0036477,GO:0042440,GO:0042995,GO:0043005,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044424,GO:0044463,GO:0044464,GO:0045087,GO:0050877,GO:0050896,GO:0050954,GO:0071683,GO:0071704,GO:0097447,GO:0097458,GO:0120025,GO:0120038,GO:1901360,GO:1901615",-,ko:K18595,-,-,-,-,"ko00000,ko04812",-,-,-,"ANAPC4_WD40,DCX,HELP,WD40"
AlixG035233,10224.XP_002740782.1,0.0,1015.0,"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria",33208|Metazoa,E,K02A2.6-like,-,-,-,-,-,-,-,-,-,-,-,-,"Asp_protease_2,RVT_1,rve,zf-CCHC"
AlixG035249,SPU_008764,3.35e-158,473.0,"COG0699@1|root,KOG0447@2759|Eukaryota,38BPI@33154|Opisthokonta,3BB37@33208|Metazoa,3CRZD@33213|Bilateria",33208|Metazoa,S,membrane tubulation,OPA1,"GO:0000002,GO:0000266,GO:0000287,GO:0000302,GO:0000303,GO:0000305,GO:0001101,GO:0001654,GO:0001666,GO:0001678,GO:0001745,GO:0001838,GO:0001841,GO:0001843,GO:0002009,GO:0002119,GO:0002164,GO:0003008,GO:0003373,GO:0003374,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005743,GO:0005758,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006839,GO:0006851,GO:0006928,GO:0006950,GO:0006979,GO:0006996,GO:0007005,GO:0007006,GO:0007007,GO:0007017,GO:0007018,GO:0007154,GO:0007275,GO:0007399,GO:0007423,GO:0007507,GO:0007568,GO:0007569,GO:0007584,GO:0007600,GO:0007601,GO:0008017,GO:0008053,GO:0008088,GO:0008092,GO:0008150,GO:0008152,GO:0008289,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009605,GO:0009628,GO:0009653,GO:0009719,GO:0009743,GO:0009746,GO:0009749,GO:0009790,GO:0009791,GO:0009792,GO:0009887,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010243,GO:0010635,GO:0010636,GO:0010638,GO:0010639,GO:0010646,GO:0010648,GO:0010720,GO:0010769,GO:0010770,GO:0010821,GO:0010822,GO:0010823,GO:0010827,GO:0010828,GO:0010941,GO:0010970,GO:0010975,GO:0010976,GO:0014020,GO:0014041,GO:0014042,GO:0014070,GO:0014706,GO:0014823,GO:0014850,GO:0015631,GO:0016020,GO:0016043,GO:0016331,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019637,GO:0019693,GO:0019725,GO:0019866,GO:0019867,GO:0019896,GO:0019898,GO:0019899,GO:0019900,GO:0021915,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023057,GO:0030001,GO:0030061,GO:0030154,GO:0030425,GO:0030705,GO:0031090,GO:0031312,GO:0031314,GO:0031344,GO:0031346,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031966,GO:0031967,GO:0031968,GO:0031970,GO:0031974,GO:0031975,GO:0031981,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0032990,GO:0033043,GO:0033500,GO:0033554,GO:0034220,GO:0034284,GO:0034622,GO:0034641,GO:0034643,GO:0034762,GO:0034764,GO:0035051,GO:0035148,GO:0035239,GO:0035264,GO:0035295,GO:0035690,GO:0036293,GO:0036294,GO:0036444,GO:0036477,GO:0040007,GO:0040008,GO:0040014,GO:0042221,GO:0042278,GO:0042493,GO:0042592,GO:0042593,GO:0042692,GO:0042981,GO:0042995,GO:0043005,GO:0043009,GO:0043010,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043168,GO:0043169,GO:0043200,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043583,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044463,GO:0044464,GO:0045472,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0046039,GO:0046128,GO:0046324,GO:0046326,GO:0046483,GO:0046677,GO:0046872,GO:0046907,GO:0047497,GO:0048284,GO:0048285,GO:0048311,GO:0048312,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048589,GO:0048592,GO:0048598,GO:0048638,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048738,GO:0048749,GO:0048814,GO:0048839,GO:0048856,GO:0048869,GO:0048878,GO:0050767,GO:0050769,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050877,GO:0050896,GO:0050953,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051146,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051258,GO:0051259,GO:0051602,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051654,GO:0051656,GO:0051716,GO:0051960,GO:0051962,GO:0055001,GO:0055002,GO:0055006,GO:0055007,GO:0055012,GO:0055013,GO:0055015,GO:0055082,GO:0055085,GO:0055086,GO:0060041,GO:0060284,GO:0060401,GO:0060429,GO:0060537,GO:0060548,GO:0060562,GO:0060606,GO:0060998,GO:0060999,GO:0061001,GO:0061003,GO:0061024,GO:0061025,GO:0061061,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070300,GO:0070482,GO:0070509,GO:0070584,GO:0070588,GO:0070838,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071417,GO:0071453,GO:0071456,GO:0071495,GO:0071496,GO:0071704,GO:0071840,GO:0072175,GO:0072359,GO:0072384,GO:0072511,GO:0072521,GO:0080134,GO:0080135,GO:0090102,GO:0090148,GO:0090199,GO:0090201,GO:0090398,GO:0090596,GO:0097327,GO:0097447,GO:0097458,GO:0097749,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098805,GO:0098930,GO:0099111,GO:0099175,GO:0120025,GO:0120035,GO:0120038,GO:1900006,GO:1900076,GO:1900078,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901611,GO:1901612,GO:1901654,GO:1901657,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902065,GO:1902235,GO:1902236,GO:1902531,GO:1902532,GO:1903429,GO:1903431,GO:1903573,GO:1904643,GO:1905232,GO:1905897,GO:1990542,GO:2000026,GO:2001233,GO:2001234,GO:2001242,GO:2001243,GO:2001273,GO:2001275",3.6.5.5,ko:K17079,-,-,-,-,"ko00000,ko01000,ko03029",9.B.25.2,-,-,Dynamin_N
AlixG035259-T2,SPU_012189,3.19e-90,283.0,"COG5202@1|root,KOG2705@2759|Eukaryota,39RB5@33154|Opisthokonta,3B9ZH@33208|Metazoa,3CUNA@33213|Bilateria",33208|Metazoa,S,1-acylglycerophosphocholine O-acyltransferase activity,LPCAT3,"GO:0000003,GO:0002119,GO:0002164,GO:0003006,GO:0003674,GO:0003824,GO:0003841,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006575,GO:0006629,GO:0006644,GO:0006646,GO:0006650,GO:0006656,GO:0006658,GO:0006659,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0007009,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007291,GO:0007349,GO:0008150,GO:0008152,GO:0008354,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009653,GO:0009791,GO:0009886,GO:0009987,GO:0010171,GO:0010256,GO:0012505,GO:0016020,GO:0016021,GO:0016043,GO:0016411,GO:0016477,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030258,GO:0031224,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0036150,GO:0036151,GO:0036152,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040032,GO:0042171,GO:0042175,GO:0042398,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045017,GO:0045927,GO:0046337,GO:0046470,GO:0046474,GO:0046486,GO:0047144,GO:0047184,GO:0048232,GO:0048468,GO:0048515,GO:0048518,GO:0048609,GO:0048646,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0051179,GO:0051674,GO:0051704,GO:0061024,GO:0065007,GO:0071617,GO:0071704,GO:0071840,GO:0090407,GO:0097006,GO:0097164,GO:0098827,GO:1901564,GO:1901566,GO:1901576",2.3.1.23,ko:K13515,"ko00564,ko04216,map00564,map04216",-,"R01318,R04480,R09035","RC00004,RC00037","ko00000,ko00001,ko01000,ko01004",-,-,-,MBOAT
AlixG035262,10224.XP_006819722.1,0.0,924.0,"COG1838@1|root,2QT04@2759|Eukaryota,39WD1@33154|Opisthokonta,3BI53@33208|Metazoa,3D3TJ@33213|Bilateria",33208|Metazoa,C,Fumarase C-terminus,-,-,4.2.1.2,ko:K01676,"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00173,M00374",R01082,RC00443,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Fumerase,Fumerase_C"
AlixG035269,SPU_016970,2.04e-89,269.0,"2BQT5@1|root,2S085@2759|Eukaryota,399KF@33154|Opisthokonta,3BP0Y@33208|Metazoa,3D7V4@33213|Bilateria",33208|Metazoa,S,Zinc-binding domain,RTP4,"GO:0001580,GO:0001664,GO:0002252,GO:0002376,GO:0003008,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006605,GO:0006612,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0007600,GO:0007606,GO:0008104,GO:0008150,GO:0009593,GO:0009605,GO:0009607,GO:0009615,GO:0009986,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0031849,GO:0032501,GO:0033036,GO:0034613,GO:0042221,GO:0042886,GO:0043207,GO:0044424,GO:0044464,GO:0045184,GO:0046907,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050909,GO:0050912,GO:0050913,GO:0051179,GO:0051205,GO:0051234,GO:0051606,GO:0051607,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0061024,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072657,GO:0090150,GO:0098542",-,-,-,-,-,-,-,-,-,-,zf-3CxxC
AlixG035270,SPU_016970,2.01e-27,111.0,"2BQT5@1|root,2S085@2759|Eukaryota,399KF@33154|Opisthokonta,3BP0Y@33208|Metazoa,3D7V4@33213|Bilateria",33208|Metazoa,S,Zinc-binding domain,RTP4,"GO:0001580,GO:0001664,GO:0002252,GO:0002376,GO:0003008,GO:0003674,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006605,GO:0006612,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0007600,GO:0007606,GO:0008104,GO:0008150,GO:0009593,GO:0009605,GO:0009607,GO:0009615,GO:0009986,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0031849,GO:0032501,GO:0033036,GO:0034613,GO:0042221,GO:0042886,GO:0043207,GO:0044424,GO:0044464,GO:0045184,GO:0046907,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050909,GO:0050912,GO:0050913,GO:0051179,GO:0051205,GO:0051234,GO:0051606,GO:0051607,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0061024,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072657,GO:0090150,GO:0098542",-,-,-,-,-,-,-,-,-,-,zf-3CxxC
AlixG035272,7739.XP_002590520.1,1.24e-64,208.0,"2BWSJ@1|root,2S10X@2759|Eukaryota,3A4U9@33154|Opisthokonta,3BS7G@33208|Metazoa,3D975@33213|Bilateria,48H38@7711|Chordata",33208|Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AlixG035276-T4,SPU_004126,1.75e-101,310.0,"KOG0123@1|root,KOG0123@2759|Eukaryota,3AAPF@33154|Opisthokonta,3BK6B@33208|Metazoa,3CX0S@33213|Bilateria",33208|Metazoa,A,ErbB-4 class receptor binding,ncl,-,-,ko:K11294,"ko05130,map05130",-,-,-,"ko00000,ko00001,ko03009,ko03036",-,-,-,RRM_1
AlixG035297,SPU_016983,9.72e-300,861.0,"COG5059@1|root,KOG0245@2759|Eukaryota,38BIX@33154|Opisthokonta,3B9WY@33208|Metazoa,3CT78@33213|Bilateria",33208|Metazoa,Z,anterograde neuronal dense core vesicle transport,unc-104,"GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0002119,GO:0002164,GO:0002791,GO:0002793,GO:0003008,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005871,GO:0005875,GO:0006810,GO:0006887,GO:0006928,GO:0006935,GO:0006937,GO:0006942,GO:0006996,GO:0007017,GO:0007018,GO:0007154,GO:0007267,GO:0007268,GO:0007270,GO:0007271,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007528,GO:0007588,GO:0007610,GO:0007626,GO:0007631,GO:0008017,GO:0008088,GO:0008089,GO:0008092,GO:0008104,GO:0008150,GO:0008289,GO:0008345,GO:0008361,GO:0008574,GO:0008582,GO:0009605,GO:0009653,GO:0009791,GO:0009987,GO:0010646,GO:0010647,GO:0010769,GO:0010817,GO:0010939,GO:0010940,GO:0010941,GO:0010942,GO:0010970,GO:0010975,GO:0015630,GO:0015631,GO:0016043,GO:0016050,GO:0016188,GO:0016192,GO:0016322,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018996,GO:0021700,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030031,GO:0030154,GO:0030182,GO:0030421,GO:0030424,GO:0030425,GO:0030516,GO:0030537,GO:0030705,GO:0031175,GO:0031344,GO:0032024,GO:0032386,GO:0032387,GO:0032388,GO:0032501,GO:0032502,GO:0032535,GO:0032879,GO:0032880,GO:0032886,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033157,GO:0034613,GO:0035091,GO:0036477,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040012,GO:0040014,GO:0040018,GO:0042221,GO:0042303,GO:0042330,GO:0042551,GO:0042623,GO:0042995,GO:0043005,GO:0043025,GO:0043051,GO:0043113,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044057,GO:0044085,GO:0044087,GO:0044089,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045055,GO:0045202,GO:0045595,GO:0045664,GO:0045886,GO:0045887,GO:0045926,GO:0045927,GO:0046847,GO:0046883,GO:0046887,GO:0046903,GO:0046907,GO:0047496,GO:0048156,GO:0048468,GO:0048469,GO:0048489,GO:0048490,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048638,GO:0048639,GO:0048640,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048814,GO:0048856,GO:0048858,GO:0048869,GO:0050708,GO:0050714,GO:0050767,GO:0050770,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0050796,GO:0050803,GO:0050807,GO:0050808,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051051,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051270,GO:0051272,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051668,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0051965,GO:0060259,GO:0060284,GO:0060341,GO:0060632,GO:0061387,GO:0061564,GO:0065007,GO:0065008,GO:0070201,GO:0070273,GO:0070727,GO:0071695,GO:0071840,GO:0072384,GO:0072657,GO:0090066,GO:0090087,GO:0090257,GO:0090276,GO:0090277,GO:0090316,GO:0097447,GO:0097458,GO:0097479,GO:0097480,GO:0097485,GO:0098793,GO:0098916,GO:0098930,GO:0099003,GO:0099111,GO:0099174,GO:0099514,GO:0099517,GO:0099518,GO:0099536,GO:0099537,GO:0120025,GO:0120031,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:1901608,GO:1901610,GO:1901951,GO:1901953,GO:1901981,GO:1902473,GO:1902513,GO:1902936,GO:1903530,GO:1903532,GO:1903649,GO:1903650,GO:1903651,GO:1903746,GO:1903827,GO:1903829,GO:1903998,GO:1904000,GO:1904396,GO:1904397,GO:1904398,GO:1904809,GO:1904810,GO:1904811,GO:1904951,GO:1905606,GO:1905608,GO:1905809,GO:1990939,GO:2000026,GO:2000253",-,ko:K10392,-,-,-,-,"ko00000,ko04812",-,-,-,"DUF3694,FHA,KIF1B,Kinesin,Kinesin_assoc,PH"
AlixG035300,SPU_000421,1.13e-48,164.0,"COG5059@1|root,KOG0245@2759|Eukaryota,38BIX@33154|Opisthokonta,3B9WY@33208|Metazoa,3CT78@33213|Bilateria",33208|Metazoa,Z,anterograde neuronal dense core vesicle transport,unc-104,"GO:0000003,GO:0000902,GO:0000904,GO:0001558,GO:0002119,GO:0002164,GO:0002791,GO:0002793,GO:0003008,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005871,GO:0005875,GO:0006810,GO:0006887,GO:0006928,GO:0006935,GO:0006937,GO:0006942,GO:0006996,GO:0007017,GO:0007018,GO:0007154,GO:0007267,GO:0007268,GO:0007270,GO:0007271,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007528,GO:0007588,GO:0007610,GO:0007626,GO:0007631,GO:0008017,GO:0008088,GO:0008089,GO:0008092,GO:0008104,GO:0008150,GO:0008289,GO:0008345,GO:0008361,GO:0008574,GO:0008582,GO:0009605,GO:0009653,GO:0009791,GO:0009987,GO:0010646,GO:0010647,GO:0010769,GO:0010817,GO:0010939,GO:0010940,GO:0010941,GO:0010942,GO:0010970,GO:0010975,GO:0015630,GO:0015631,GO:0016043,GO:0016050,GO:0016188,GO:0016192,GO:0016322,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018996,GO:0021700,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030031,GO:0030154,GO:0030182,GO:0030421,GO:0030424,GO:0030425,GO:0030516,GO:0030537,GO:0030705,GO:0031175,GO:0031344,GO:0032024,GO:0032386,GO:0032387,GO:0032388,GO:0032501,GO:0032502,GO:0032535,GO:0032879,GO:0032880,GO:0032886,GO:0032940,GO:0032989,GO:0032990,GO:0032991,GO:0033036,GO:0033157,GO:0034613,GO:0035091,GO:0036477,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040012,GO:0040014,GO:0040018,GO:0042221,GO:0042303,GO:0042330,GO:0042551,GO:0042623,GO:0042995,GO:0043005,GO:0043025,GO:0043051,GO:0043113,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044057,GO:0044085,GO:0044087,GO:0044089,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0045055,GO:0045202,GO:0045595,GO:0045664,GO:0045886,GO:0045887,GO:0045926,GO:0045927,GO:0046847,GO:0046883,GO:0046887,GO:0046903,GO:0046907,GO:0047496,GO:0048156,GO:0048468,GO:0048469,GO:0048489,GO:0048490,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048638,GO:0048639,GO:0048640,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048814,GO:0048856,GO:0048858,GO:0048869,GO:0050708,GO:0050714,GO:0050767,GO:0050770,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050795,GO:0050796,GO:0050803,GO:0050807,GO:0050808,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051051,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051270,GO:0051272,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051668,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0051965,GO:0060259,GO:0060284,GO:0060341,GO:0060632,GO:0061387,GO:0061564,GO:0065007,GO:0065008,GO:0070201,GO:0070273,GO:0070727,GO:0071695,GO:0071840,GO:0072384,GO:0072657,GO:0090066,GO:0090087,GO:0090257,GO:0090276,GO:0090277,GO:0090316,GO:0097447,GO:0097458,GO:0097479,GO:0097480,GO:0097485,GO:0098793,GO:0098916,GO:0098930,GO:0099003,GO:0099111,GO:0099174,GO:0099514,GO:0099517,GO:0099518,GO:0099536,GO:0099537,GO:0120025,GO:0120031,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:1901608,GO:1901610,GO:1901951,GO:1901953,GO:1901981,GO:1902473,GO:1902513,GO:1902936,GO:1903530,GO:1903532,GO:1903649,GO:1903650,GO:1903651,GO:1903746,GO:1903827,GO:1903829,GO:1903998,GO:1904000,GO:1904396,GO:1904397,GO:1904398,GO:1904809,GO:1904810,GO:1904811,GO:1904951,GO:1905606,GO:1905608,GO:1905809,GO:1990939,GO:2000026,GO:2000253",-,ko:K10392,-,-,-,-,"ko00000,ko04812",-,-,-,"DUF3694,FHA,KIF1B,Kinesin,Kinesin_assoc,PH"
